chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	adj.geneBased.pval	topSNP	topSNP.pval	adj.topSNP.pval	genome	cohort	outcome	disease	no.typed.snps
7	ABCB1	470	1000	87123178	87352639	398.859207734394	0.545454545454545	91.090909090909	rs17064	0.00156815047376235	0.795052290197511	D	c2	OS	noALL	507
7	ABCB1	470	1000	87123178	87352639	443.177502227309	0.445554445554446	74.4075924075925	rs138939162	0.00566799999999999	2.87367599999999	D	M	OS	noALL	507
7	ABCB1	470	1000	87123178	87352639	520.255586218238	0.35964035964036	60.0599400599401	rs7787569	0.0140530954730608	7.12491940484183	D	c1	PFS	noALL	507
7	ABCB1	470	1000	87123178	87352639	339.187701952505	0.713286713286713	119.118881118881	rs73198343	0.00573190830571245	2.90607751099621	D	c2	PFS	noALL	507
7	ABCB1	470	1000	87123178	87352639	485.883084577063	0.381618381618382	63.7302697302698	rs140228429	0.005307	2.690649	D	M	PFS	noALL	507
7	ABCB1	470	1000	87123178	87352639	675.038159616462	0.124875124875125	20.8541458541459	rs181051155	0.00393662550172003	1.99586912937206	D	c1	TRM	noALL	507
7	ABCB1	470	1000	87123178	87352639	391.853338396759	0.602397602397602	100.6003996004	rs7802783	0.00140349270158801	0.711570799705121	D	c2	TRM	noALL	507
7	ABCB1	470	1000	87123178	87352639	496.628085882155	0.342657342657343	57.2237762237763	rs181677517	0.00815499999999998	4.13458499999999	D	M	TRM	noALL	507
7	ABCB1	591	10000	87123178	87352639	833.358119447375	0.0587941205879412	9.81861813818618	rs17250255	0.0017263559443832	0.880441531635432	R	c1	DD	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	589.466151686312	0.231768231768232	38.7052947052947	rs188212196	0.00035484883428937	0.180972905487579	R	c2	DD	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	728.732505385012	0.115884115884116	19.3526473526474	rs1858923	0.000422200000000011	0.215322000000006	R	M	DD	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	639.698386566714	0.177822177822178	29.6963036963037	rs80238698	0.00299552189263297	1.52771616524281	R	c1	OS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	713.874162450881	0.113886113886114	19.018981018981	rs149363203	0.00108359147221024	0.552631650827222	R	c2	OS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	534.529567740159	0.293706293706294	49.0489510489511	rs2235019	0.00319900000000001	1.63149	R	M	OS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	666.452007676445	0.164835164835165	27.5274725274726	rs80238698	0.000521584336115486	0.266008011418898	R	c1	PFS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	574.001772963149	0.247752247752248	41.3746253746254	rs28381794	0.000898586609328183	0.458279170757373	R	c2	PFS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	648.49804995593	0.178821178821179	29.8631368631369	rs80238698	0.002177	1.11027	R	M	PFS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	519.772918192589	0.338661338661339	56.5564435564436	rs1186745	0.00534707282843096	2.72700714249979	R	c1	TRM	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	454.240334325029	0.472527472527473	78.912087912088	rs185481544	0.0018211218778913	0.928772157724563	R	c2	TRM	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	638.951028745297	0.186813186813187	31.1978021978022	rs2235021	0.00563000000000001	2.87130000000001	R	M	TRM	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	520.653358232822	0.311688311688312	52.0519480519481	rs10248345	0.00144264566534346	0.735749289325165	R	c1	DD	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	348.708499897857	0.697302697302697	116.44955044955	rs62489862	0.000150588175124479	0.0767999693134843	R	c2	DD	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	356.656587601239	0.679320679320679	113.446553446553	rs13239201	0.0161000000000001	8.21100000000005	R	M	DD	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	682.612303951847	0.131868131868132	22.021978021978	rs10248345	0.00127771758598391	0.651635968851794	R	c1	OS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	258.224905607116	0.9000999000999	150.316683316683	rs62489862	0.00663771630145039	3.3852353137397	R	c2	OS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	563.053590363255	0.272727272727273	45.5454545454546	rs17327747	0.00468	2.3868	R	M	OS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	299.194865425776	0.795204795204795	132.799200799201	rs28722142	0.0228448556822646	11.6508763979549	R	c1	PFS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	297.363386122057	0.827172827172827	138.137862137862	rs62489862	0.00492311903013464	2.51079070536867	R	c2	PFS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	316.966012421754	0.756243756243756	126.292707292707	rs9282564	0.0168599999999999	8.59859999999995	R	M	PFS	AMLonly	510
7	ABCB1	471	10000	87123178	87352639	956.929179254359	0.0321967803219678	5.37686231376862	rs79849241	0.000218504561099511	0.111437326160751	R	c1	TRM	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	248.779330193101	0.913086913086913	152.485514485514	rs34800935	0.00603104550326212	3.07583320666368	R	c2	TRM	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	714.521542210507	0.124875124875125	20.8541458541459	rs117334763	0.000614100000000005	0.313191000000003	R	M	TRM	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	523.072475254672	0.323676323676324	54.0539460539461	rs11763872	0.00420092374712702	2.14247111103478	R	c1	DD	mixed	510
7	ABCB1	471	1000	87123178	87352639	504.617298197618	0.338661338661339	56.5564435564436	rs62489862	9.61474310223748e-06	0.00490351898214111	R	c2	DD	mixed	510
7	ABCB1	471	1000	87123178	87352639	449.316780012319	0.433566433566434	72.4055944055945	rs2188526	0.00528199999999999	2.69381999999999	R	M	DD	mixed	510
7	ABCB1	471	1000	87123178	87352639	341.790324466346	0.7002997002997	116.95004995005	rs28722142	0.0106835009134101	5.44858546583915	R	c1	OS	mixed	510
7	ABCB1	471	1000	87123178	87352639	297.96704580785	0.788211788211788	131.631368631369	rs79584784	0.00144427490763233	0.736580202892488	R	c2	OS	mixed	510
7	ABCB1	471	1000	87123178	87352639	324.259960980948	0.76023976023976	126.96003996004	rs117327090	0.0280700000000001	14.3157	R	M	OS	mixed	510
7	ABCB1	471	1000	87123178	87352639	155.133941512012	0.996003996003996	166.332667332667	rs2235047	0.00922696798731683	4.70575367353158	R	c1	PFS	mixed	510
7	ABCB1	471	1000	87123178	87352639	379.408522459329	0.603396603396603	100.767232767233	rs62489862	0.00620891230387146	3.16654527497444	R	c2	PFS	mixed	510
7	ABCB1	471	1000	87123178	87352639	198.033487433323	0.967032967032967	161.494505494505	rs9282564	0.0275900000000002	14.0709000000001	R	M	PFS	mixed	510
7	ABCB1	471	1000	87123178	87352639	287.241247432356	0.844155844155844	140.974025974026	rs78753990	0.048902674637824	24.9403640652902	R	c1	TRM	mixed	510
7	ABCB1	471	1000	87123178	87352639	320.736560732275	0.767232767232767	128.127872127872	rs180816334	0.0215705731692742	11.0009923163298	R	c2	TRM	mixed	510
7	ABCB1	471	1000	87123178	87352639	296.322946495392	0.82017982017982	136.97002997003	rs73383422	0.0111099999999999	5.66609999999995	R	M	TRM	mixed	510
7	ABCB1	471	1000	87123178	87352639	558.63425918577	0.26973026973027	45.0449550449551	rs11763872	0.00309121745985664	1.57652090452689	R	c1	DD	noALL	510
7	ABCB1	471	1000	87123178	87352639	447.014048585195	0.458541458541459	76.5764235764237	rs62489862	1.13759706523717e-05	0.00580174503270957	R	c2	DD	noALL	510
7	ABCB1	471	1000	87123178	87352639	377.799080714528	0.622377622377622	103.937062937063	rs78234380	0.00557799999999996	2.84477999999998	R	M	DD	noALL	510
7	ABCB1	471	1000	87123178	87352639	505.024252578836	0.358641358641359	59.893106893107	rs17327747	0.00310801667527248	1.58508850438896	R	c1	OS	noALL	510
7	ABCB1	471	1000	87123178	87352639	289.780710086906	0.838161838161838	139.973026973027	rs62489862	0.00266283357163944	1.35804512153611	R	c2	OS	noALL	510
7	ABCB1	471	1000	87123178	87352639	401.043431709289	0.558441558441558	93.2597402597402	rs17327747	0.00531400000000001	2.71014	R	M	OS	noALL	510
7	ABCB1	471	1000	87123178	87352639	278.357370157833	0.862137862137862	143.977022977023	rs117327090	0.0187835104904628	9.57959035013603	R	c1	PFS	noALL	510
7	ABCB1	471	1000	87123178	87352639	357.179438139546	0.676323676323676	112.946053946054	rs62489862	0.00469339207440876	2.39362995794847	R	c2	PFS	noALL	510
7	ABCB1	471	1000	87123178	87352639	263.700095175411	0.887112887112887	148.147852147852	rs9282564	0.00982999999999995	5.01329999999997	R	M	PFS	noALL	510
7	ABCB1	471	1000	87123178	87352639	592.863422950749	0.212787212787213	35.5354645354646	rs79849241	0.00171933130533752	0.876858965722135	R	c1	TRM	noALL	510
7	ABCB1	471	1000	87123178	87352639	284.529869363068	0.837162837162837	139.806193806194	rs12720066	0.0426864180855316	21.7700732236211	R	c2	TRM	noALL	510
7	ABCB1	471	1000	87123178	87352639	395.505341935592	0.593406593406593	99.098901098901	rs79849241	0.00729200000000001	3.71892000000001	R	M	TRM	noALL	510
7	ABCB1	588	10000	87123178	87352639	1145.55712596203	0.0106989301069893	1.78672132786721	rs1016793	0.000583387666622803	0.29752770997763	S	c1	DD	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	294.20237597943	0.823176823176823	137.470529470529	rs75681573	0.0370638580030895	18.9025675815756	S	c2	DD	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	800.486758745137	0.0809190809190809	13.5134865134865	rs111460021	0.000109699999999998	0.055946999999999	S	M	DD	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	760.594816836929	0.0859140859140859	14.3476523476523	rs117503479	0.000579603501491548	0.295597785760689	S	c1	OS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	607.003631891724	0.204795204795205	34.2007992007992	rs185481544	4.26733455495259e-05	0.0217634062302582	S	c2	OS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	742.06492063748	0.0819180819180819	13.6803196803197	rs117503479	0.000396699999999992	0.202316999999996	S	M	OS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	579.601922788492	0.230769230769231	38.5384615384616	rs80238698	0.00110358808791232	0.562829924835283	S	c1	PFS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	515.549769283425	0.331668331668332	55.3886113886114	rs185481544	0.000179826180881303	0.0917113522494645	S	c2	PFS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	598.776097578615	0.196803196803197	32.8661338661339	rs7810499	0.000247899999999997	0.126428999999998	S	M	PFS	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	486.069998127717	0.388611388611389	64.898101898102	rs180940676	0.0015739323927193	0.802705520286843	S	c1	TRM	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	643.416350248883	0.175824175824176	29.3626373626374	rs185481544	0.000139238834149234	0.0710118054161093	S	c2	TRM	ALLonly	510
7	ABCB1	471	1000	87123178	87352639	583.628580132149	0.236763236763237	39.5394605394606	rs180940676	0.000214199999999999	0.109241999999999	S	M	TRM	ALLonly	510
7	ABCB1	588	1000	87123178	87352639	331.867269657697	0.738261738261738	123.28971028971	rs80238698	0.0187663902578419	9.57085903149937	S	c1	DD	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	420.001971143205	0.509490509490509	85.084915084915	rs112174094	0.00174745469616256	0.891201895042906	S	c2	DD	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	226.399902761197	0.932067932067932	155.655344655345	rs112174094	0.02659	13.5609	S	M	DD	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	349.43658703368	0.692307692307692	115.615384615385	rs3926352	0.011641374625633	5.93710105907283	S	c1	OS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	459.614308346078	0.444555444555445	74.2407592407593	rs138939162	0.00489832843790486	2.49814750333148	S	c2	OS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	517.652004993813	0.310689310689311	51.8851148851149	rs3789243	0.00320700000000001	1.63557000000001	S	M	OS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	413.114299384302	0.569430569430569	95.094905094905	rs3926352	0.002862394871464	1.45982138444664	S	c1	PFS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	552.47613356635	0.290709290709291	48.5484515484516	rs112174094	0.00629192981438056	3.20888420533409	S	c2	PFS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	584.252419779026	0.230769230769231	38.5384615384616	rs112174094	0.00629199999999999	3.20892	S	M	PFS	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	396.105117596076	0.562437562437562	93.9270729270729	rs79849241	0.000809641004719801	0.412916912407098	S	c1	TRM	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	404.674095803006	0.523476523476524	87.4205794205795	rs143014529	0.00224459563551849	1.14474377411443	S	c2	TRM	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	459.106480376948	0.441558441558442	73.7402597402598	rs117334763	0.000749600000000011	0.382296000000006	S	M	TRM	AMLonly	510
7	ABCB1	471	1000	87123178	87352639	383.676076307262	0.615384615384615	102.769230769231	rs183660208	0.0128710160500299	6.56421818551525	S	c1	DD	mixed	510
7	ABCB1	471	1000	87123178	87352639	406.414950680033	0.54045954045954	90.2567432567432	rs112174094	0.0078791364744504	4.0183596019697	S	c2	DD	mixed	510
7	ABCB1	471	1000	87123178	87352639	279.907552554359	0.848151848151848	141.641358641359	rs112174094	0.01442	7.3542	S	M	DD	mixed	510
7	ABCB1	471	1000	87123178	87352639	307.710015931509	0.783216783216783	130.797202797203	rs2235047	0.0111075812467467	5.66486643584082	S	c1	OS	mixed	510
7	ABCB1	471	1000	87123178	87352639	311.383676381154	0.792207792207792	132.298701298701	rs1209054	0.00301033092561621	1.53526877206427	S	c2	OS	mixed	510
7	ABCB1	471	1000	87123178	87352639	254.304224053299	0.892107892107892	148.982017982018	rs28381784	0.004636	2.36436	S	M	OS	mixed	510
7	ABCB1	471	1000	87123178	87352639	444.916004355268	0.464535464535465	77.5774225774227	rs2235047	0.00161162214331634	0.821927293091333	S	c1	PFS	mixed	510
7	ABCB1	471	1000	87123178	87352639	397.316293248482	0.581418581418581	97.096903096903	rs112174094	0.00798782440388681	4.07379044598227	S	c2	PFS	mixed	510
7	ABCB1	471	1000	87123178	87352639	358.554763685364	0.68031968031968	113.613386613387	rs28381784	0.00299599999999999	1.52795999999999	S	M	PFS	mixed	510
7	ABCB1	471	1000	87123178	87352639	276.958240237251	0.846153846153846	141.307692307692	rs28381733	0.0181244787354977	9.24348415510383	S	c1	TRM	mixed	510
7	ABCB1	471	1000	87123178	87352639	396.769652772799	0.561438561438561	93.7602397602397	rs12539997	0.003518538360878	1.79445456404778	S	c2	TRM	mixed	510
7	ABCB1	471	1000	87123178	87352639	339.772435910653	0.701298701298701	117.116883116883	rs12539997	0.000568399999999991	0.289883999999995	S	M	TRM	mixed	510
7	ABCB1	471	1000	87123178	87352639	253.383307194805	0.901098901098901	150.483516483516	rs2235047	0.0355070377646985	18.1085892599962	S	c1	DD	noALL	510
7	ABCB1	471	1000	87123178	87352639	403.705286382346	0.546453546453546	91.2577422577422	rs4728699	0.00804118823859622	4.10100600168407	S	c2	DD	noALL	510
7	ABCB1	471	1000	87123178	87352639	213.696475735635	0.955044955044955	159.492507492507	rs1209054	0.02274	11.5974	S	M	DD	noALL	510
7	ABCB1	471	1000	87123178	87352639	284.339138989547	0.848151848151848	141.641358641359	rs2235047	0.0166186915053464	8.47553266772666	S	c1	OS	noALL	510
7	ABCB1	471	1000	87123178	87352639	337.191129522326	0.717282717282717	119.786213786214	rs1209054	0.00266138669426574	1.35730721407553	S	c2	OS	noALL	510
7	ABCB1	471	1000	87123178	87352639	256.803557476037	0.894105894105894	149.315684315684	rs28381784	0.01137	5.7987	S	M	OS	noALL	510
7	ABCB1	471	1000	87123178	87352639	420.427083230221	0.517482517482518	86.4195804195805	rs2235047	0.00332394420220282	1.69521154312344	S	c1	PFS	noALL	510
7	ABCB1	471	1000	87123178	87352639	425.855198143919	0.507492507492508	84.7512487512488	rs10264856	0.0211163757234603	10.7693516189648	S	c2	PFS	noALL	510
7	ABCB1	471	1000	87123178	87352639	371.838957398157	0.603396603396603	100.767232767233	rs28381784	0.008355	4.26105	S	M	PFS	noALL	510
7	ABCB1	471	1000	87123178	87352639	294.415273317286	0.831168831168831	138.805194805195	rs79849241	0.0116843804245894	5.95903401654059	S	c1	TRM	noALL	510
7	ABCB1	471	1000	87123178	87352639	432.631510364422	0.49050949050949	81.9150849150848	rs12539997	0.00484674490297897	2.47183990051927	S	c2	TRM	noALL	510
7	ABCB1	471	1000	87123178	87352639	341.211055332839	0.701298701298701	117.116883116883	rs6946379	0.003656	1.86456	S	M	TRM	noALL	510
16	ABCC1	858	1000	16033433	16246930	436.965622517306	0.871128871128871	145.478521478521	rs6416667	0.019125123746398	14.0760910773489	D	c1	DD	ALLonly	736
16	ABCC1	703	1e+05	16033433	16246930	1862.88426840953	0.002359976400236	0.394116058839412	rs152027	7.06039505566907e-05	0.0519645076097243	D	c2	DD	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	691.513767527645	0.433566433566434	72.4055944055945	rs112952843	0.00312400000000002	2.29926400000001	D	M	DD	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	573.633376649609	0.638361638361638	106.606393606394	rs59641478	0.00130804842717512	0.962723642400888	D	c1	OS	ALLonly	736
16	ABCC1	703	10000	16033433	16246930	1173.94742839933	0.0543945605439456	9.08389161083891	rs4148360	0.000538345585781468	0.39622235113516	D	c2	OS	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	930.972182180591	0.165834165834166	27.6943056943057	rs57362106	0.000858600000000001	0.631929600000001	D	M	OS	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	610.378812637705	0.586413586413586	97.9310689310689	rs246213	0.0121654672149525	8.95378387020504	D	c1	PFS	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	850.619289875648	0.245754245754246	41.0409590409591	rs149968970	0.000998218571302763	0.734688868478834	D	c2	PFS	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	829.023170377883	0.260739260739261	43.5434565434566	rs61380786	0.00698999999999999	5.14463999999999	D	M	PFS	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	673.841996632688	0.43956043956044	73.4065934065935	rs59641478	0.000802575903757316	0.590695865165385	D	c1	TRM	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	495.425352016412	0.78021978021978	130.296703296703	rs149968970	7.75504939166692e-05	0.0570771635226685	D	c2	TRM	ALLonly	736
16	ABCC1	703	1000	16033433	16246930	688.284233362253	0.447552447552448	74.7412587412588	rs10775291	0.000638400000000014	0.46986240000001	D	M	TRM	ALLonly	736
16	ABCC1	858	1000	16033433	16246930	935.079536862352	0.154845154845155	25.8591408591409	rs6498595	0.00601835615282822	4.42951012848157	D	c1	DD	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	962.323540199879	0.133866133866134	22.3556443556444	rs7199424	0.00318468573959651	2.34392870434303	D	c2	DD	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	953.300877956017	0.14985014985015	25.024975024975	rs8045000	0.000367099999999995	0.270185599999996	D	M	DD	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	711.15827900984	0.40959040959041	68.4015984015985	rs190665671	0.00812373526609643	5.97906915584697	D	c1	OS	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	1070.56352514239	0.0989010989010989	16.5164835164835	rs7199424	0.003361880499958	2.47434404796909	D	c2	OS	AMLonly	736
16	ABCC1	703	10000	16033433	16246930	1197.84778643777	0.048995100489951	8.18218178182182	rs11860247	0.004417	3.250912	D	M	OS	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	1004.2475925578	0.0999000999000999	16.6833166833167	rs62032032	0.000668857776925928	0.492279323817483	D	c1	PFS	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	609.98306899843	0.583416583416583	97.4305694305694	rs34788606	0.0218361742439804	16.0714242435696	D	c2	PFS	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	1010.3314953903	0.140859140859141	23.5234765234765	rs62032032	0.00121300000000003	0.892768000000022	D	M	PFS	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	712.818286764012	0.397602397602398	66.3996003996005	rs12927259	0.00134988149230042	0.993512778333109	D	c1	TRM	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	621.603052843726	0.555444555444555	92.7592407592407	rs74950025	0.0103498172953996	7.61746552941411	D	c2	TRM	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	964.723959460367	0.12987012987013	21.6883116883117	rs4148382	0.000701399999999989	0.516230399999992	D	M	TRM	AMLonly	736
16	ABCC1	703	1000	16033433	16246930	665.327894368272	0.470529470529471	78.5784215784217	rs246241	0.00767444540228324	5.64839181608046	D	c1	DD	mixed	736
